SALES_KEY,ORDER_KEY,CUSTOMER_KEY,PRODUCT_KEY,GEOGRAPHY_KEY,SALES,QUANTITY,DISCOUNT,PROFIT
3858,663,492,1894,502,83.98,2,0.20,31.49
3859,663,492,1894,503,83.98,2,0.20,31.49
3860,3568,790,991,511,1000.02,7,0.00,290.01
3861,4541,594,1638,306,83.98,3,0.20,-13.65
3862,4541,594,1638,307,83.98,3,0.20,-13.65
3863,4541,594,1638,305,83.98,3,0.20,-13.65
3864,4541,594,1638,304,83.98,3,0.20,-13.65
3865,1188,407,189,90,3.75,1,0.00,1.80
3866,1188,407,198,90,41.40,4,0.00,19.87
3867,1188,407,1265,90,29.79,3,0.00,12.51
3868,4564,584,71,263,59.48,2,0.00,8.92
3869,4564,584,71,264,59.48,2,0.00,8.92
3870,4564,584,71,265,59.48,2,0.00,8.92
3871,4564,584,71,266,59.48,2,0.00,8.92
3872,4564,584,1696,263,6.69,1,0.00,3.08
3873,4564,584,1696,264,6.69,1,0.00,3.08
3874,4564,584,1696,265,6.69,1,0.00,3.08
3875,4564,584,1696,266,6.69,1,0.00,3.08
3876,2993,358,738,620,198.46,2,0.00,99.23
3877,2993,358,537,620,786.48,8,0.00,385.38
3878,2993,358,731,620,23.17,2,0.20,7.82
3879,2993,358,1095,620,50.00,2,0.00,10.50
3880,1561,343,1463,498,675.96,5,0.20,84.50
3881,1561,343,1463,499,675.96,5,0.20,84.50
3882,1561,343,1463,500,675.96,5,0.20,84.50
3883,1561,343,1463,501,675.96,5,0.20,84.50
3884,1561,343,1463,502,675.96,5,0.20,84.50
3885,1561,343,1463,503,675.96,5,0.20,84.50
3886,1561,343,1011,501,1265.85,3,0.00,556.97
3887,1561,343,1290,503,1265.85,3,0.00,556.97
3888,1561,343,1011,503,1265.85,3,0.00,556.97
3889,1561,343,1290,502,1265.85,3,0.00,556.97
3890,1561,343,1011,502,1265.85,3,0.00,556.97
3891,1561,343,1290,501,1265.85,3,0.00,556.97
3892,1561,343,1290,500,1265.85,3,0.00,556.97
3893,1561,343,1011,500,1265.85,3,0.00,556.97
3894,1561,343,1290,499,1265.85,3,0.00,556.97
3895,1561,343,1011,499,1265.85,3,0.00,556.97
3896,1561,343,1290,498,1265.85,3,0.00,556.97
3897,1561,343,1011,498,1265.85,3,0.00,556.97
3898,1643,611,623,263,523.25,5,0.00,141.28
3899,1643,611,623,264,523.25,5,0.00,141.28
3900,1643,611,623,265,523.25,5,0.00,141.28
3901,1643,611,623,266,523.25,5,0.00,141.28
3902,1374,484,810,392,517.50,6,0.00,155.25
3903,2826,16,1502,278,17.92,5,0.20,2.46
3904,2826,16,522,278,41.26,6,0.70,-34.38
3905,1799,170,1468,278,1006.06,3,0.20,88.03
3906,1799,170,1726,278,10.69,2,0.20,3.74
3907,1799,170,1864,278,10.37,2,0.20,3.63
3908,1799,170,808,278,25.12,2,0.20,1.57
3909,1799,170,1416,278,58.11,2,0.20,7.26
3910,793,559,1764,602,15.55,3,0.20,5.44
3911,793,559,1837,602,15.55,3,0.20,5.44
3912,793,559,1213,602,669.08,5,0.20,-167.27
3913,793,559,949,602,438.34,4,0.20,-87.67
3914,2583,751,1658,209,19.44,3,0.00,9.33
3915,2583,751,1687,209,9.64,2,0.00,4.43
3916,2583,751,1575,209,12.70,2,0.00,5.84
3917,2583,751,33,209,41.37,3,0.00,17.38
3918,4273,92,1536,32,12.62,2,0.20,3.95
3919,961,290,523,629,1247.64,3,0.00,349.34
3920,961,290,523,628,1247.64,3,0.00,349.34
3921,961,290,523,627,1247.64,3,0.00,349.34
3922,961,290,406,627,3149.93,7,0.00,1480.47
3923,961,290,406,628,3149.93,7,0.00,1480.47
3924,961,290,406,629,3149.93,7,0.00,1480.47
3925,961,290,1116,627,209.70,2,0.00,100.66
3926,961,290,1116,628,209.70,2,0.00,100.66
3927,961,290,1116,629,209.70,2,0.00,100.66
3928,873,777,1419,304,35.36,2,0.20,-3.09
3929,873,777,1419,305,35.36,2,0.20,-3.09
3930,873,777,1419,306,35.36,2,0.20,-3.09
3931,873,777,1419,307,35.36,2,0.20,-3.09
3932,873,777,373,306,3.17,2,0.20,-0.71
3933,873,777,373,304,3.17,2,0.20,-0.71
3934,873,777,373,305,3.17,2,0.20,-0.71
3935,873,777,373,307,3.17,2,0.20,-0.71
3936,1059,679,424,304,121.10,6,0.70,-100.92
3937,1059,679,424,305,121.10,6,0.70,-100.92
3938,1059,679,424,306,121.10,6,0.70,-100.92
3939,1059,679,424,307,121.10,6,0.70,-100.92
3940,1059,679,789,307,45.89,1,0.40,-9.18
3941,1059,679,789,306,45.89,1,0.40,-9.18
3942,1059,679,789,305,45.89,1,0.40,-9.18
3943,1059,679,789,304,45.89,1,0.40,-9.18
3944,441,333,1773,532,109.92,2,0.00,53.86
3945,441,333,1773,533,109.92,2,0.00,53.86
3946,441,333,1773,534,109.92,2,0.00,53.86
3947,441,333,1822,532,13.36,2,0.00,6.41
3948,441,333,1822,533,13.36,2,0.00,6.41
3949,441,333,1822,534,13.36,2,0.00,6.41
3950,4872,151,592,629,169.68,6,0.00,45.81
3951,4872,151,592,628,169.68,6,0.00,45.81
3952,4872,151,592,627,169.68,6,0.00,45.81
3953,4872,151,922,628,132.52,4,0.00,54.33
3954,4872,151,922,627,132.52,4,0.00,54.33
3955,4872,151,1037,627,132.52,4,0.00,54.33
3956,4872,151,1037,628,132.52,4,0.00,54.33
3957,4872,151,922,629,132.52,4,0.00,54.33
3958,4872,151,1037,629,132.52,4,0.00,54.33
3959,4872,151,331,627,2.96,2,0.00,1.42
3960,4872,151,331,629,2.96,2,0.00,1.42
3961,4872,151,331,628,2.96,2,0.00,1.42
3962,4872,151,1667,629,8.45,2,0.20,2.96
3963,4872,151,1667,628,8.45,2,0.20,2.96
3964,4872,151,1667,627,8.45,2,0.20,2.96
3965,4872,151,646,629,95.94,3,0.00,9.59
3966,4872,151,646,628,95.94,3,0.00,9.59
3967,4872,151,646,627,95.94,3,0.00,9.59
3968,334,335,495,190,34.79,7,0.00,10.78
3969,4036,739,1339,498,160.78,3,0.20,10.05
3970,4036,739,1339,499,160.78,3,0.20,10.05
3971,4036,739,1339,500,160.78,3,0.20,10.05
3972,4036,739,1339,501,160.78,3,0.20,10.05
3973,4036,739,1339,502,160.78,3,0.20,10.05
3974,4036,739,1339,503,160.78,3,0.20,10.05
3975,3352,536,730,627,88.75,3,0.20,27.74
3976,3352,536,730,628,88.75,3,0.20,27.74
3977,3352,536,730,629,88.75,3,0.20,27.74
3978,3352,536,417,627,13.90,2,0.20,5.21
3979,3352,536,417,628,13.90,2,0.20,5.21
3980,3352,536,417,629,13.90,2,0.20,5.21
3981,3690,616,1301,307,677.58,5,0.40,-158.10
3982,3690,616,1301,306,677.58,5,0.40,-158.10
3983,3690,616,1301,305,677.58,5,0.40,-158.10
3984,3690,616,1301,304,677.58,5,0.40,-158.10
3985,3690,616,726,306,13.90,3,0.70,-9.26
3986,3690,616,726,305,13.90,3,0.70,-9.26
3987,3690,616,726,307,13.90,3,0.70,-9.26
3988,3690,616,726,304,13.90,3,0.70,-9.26
3989,2139,566,1549,142,41.92,5,0.20,3.67
3990,2139,566,1549,141,41.92,5,0.20,3.67
3991,2139,566,1549,140,41.92,5,0.20,3.67
3992,2139,566,1011,140,297.58,3,0.20,-7.44
3993,2139,566,1290,140,297.58,3,0.20,-7.44
3994,2139,566,1011,141,297.58,3,0.20,-7.44
3995,2139,566,1290,141,297.58,3,0.20,-7.44
3996,2139,566,1011,142,297.58,3,0.20,-7.44
3997,2139,566,1290,142,297.58,3,0.20,-7.44
3998,2139,566,459,140,4.34,3,0.20,0.87
3999,2139,566,459,141,4.34,3,0.20,0.87
4000,2139,566,459,142,4.34,3,0.20,0.87
4001,2139,566,1009,141,94.99,2,0.20,-2.37
4002,2139,566,1009,142,94.99,2,0.20,-2.37
4003,2139,566,1009,140,94.99,2,0.20,-2.37
4004,2139,566,1756,140,74.35,3,0.20,23.24
4005,2139,566,1756,141,74.35,3,0.20,23.24
4006,2139,566,1756,142,74.35,3,0.20,23.24
4007,2139,566,529,142,14.04,3,0.20,1.58
4008,2139,566,529,141,14.04,3,0.20,1.58
4009,2139,566,529,140,14.04,3,0.20,1.58
4010,4472,527,379,266,1018.10,4,0.40,-373.30
4011,4472,527,379,263,1018.10,4,0.40,-373.30
4012,4472,527,379,264,1018.10,4,0.40,-373.30
4013,4472,527,379,265,1018.10,4,0.40,-373.30
4014,3985,631,1331,155,16.68,3,0.20,5.21
4015,3985,631,1331,153,16.68,3,0.20,5.21
4016,3985,631,1331,154,16.68,3,0.20,5.21
4017,3985,631,1331,156,16.68,3,0.20,5.21
4018,1812,642,1007,584,58.58,2,0.00,19.33
4019,3039,638,1894,172,167.97,4,0.20,62.99
4020,1473,696,537,449,196.62,2,0.00,96.34
4021,1372,730,895,153,21.94,2,0.60,-10.42
4022,1372,730,895,154,21.94,2,0.60,-10.42
4023,1372,730,895,155,21.94,2,0.60,-10.42
4024,1372,730,895,156,21.94,2,0.60,-10.42
4025,1372,730,700,153,6.59,3,0.80,-10.21
4026,1372,730,700,154,6.59,3,0.80,-10.21
4027,1372,730,700,155,6.59,3,0.80,-10.21
4028,1372,730,700,156,6.59,3,0.80,-10.21
4029,2050,261,835,532,104.28,3,0.00,26.07
4030,2050,261,835,533,104.28,3,0.00,26.07
4031,2050,261,835,534,104.28,3,0.00,26.07
4032,2050,261,1634,532,17.94,3,0.00,8.79
4033,2050,261,1634,534,17.94,3,0.00,8.79
4034,2050,261,1634,533,17.94,3,0.00,8.79
4035,272,685,419,307,64.78,1,0.20,-14.58
4036,272,685,419,306,64.78,1,0.20,-14.58
4037,272,685,419,305,64.78,1,0.20,-14.58
4038,272,685,419,304,64.78,1,0.20,-14.58
4039,272,685,1893,307,32.38,3,0.40,4.32
4040,272,685,1893,306,32.38,3,0.40,4.32
4041,272,685,1893,305,32.38,3,0.40,4.32
4042,272,685,1893,304,32.38,3,0.40,4.32
4043,272,685,491,306,42.37,2,0.20,8.47
4044,272,685,491,304,42.37,2,0.20,8.47
4045,272,685,491,305,42.37,2,0.20,8.47
4046,272,685,491,307,42.37,2,0.20,8.47
4047,272,685,1547,306,399.54,4,0.70,-559.36
4048,272,685,1547,304,399.54,4,0.70,-559.36
4049,272,685,1547,305,399.54,4,0.70,-559.36
4050,272,685,1547,307,399.54,4,0.70,-559.36
4051,4511,583,1714,498,18.97,1,0.00,9.11
4052,4511,583,1714,499,18.97,1,0.00,9.11
4053,4511,583,1714,500,18.97,1,0.00,9.11
4054,4511,583,1714,501,18.97,1,0.00,9.11
4055,4511,583,1714,502,18.97,1,0.00,9.11
4056,4511,583,1714,503,18.97,1,0.00,9.11
4057,2441,168,396,534,14.82,3,0.00,6.22
4058,2441,168,396,533,14.82,3,0.00,6.22
4059,2441,168,396,532,14.82,3,0.00,6.22
4060,3794,188,82,306,99.28,2,0.20,12.41
4061,3794,188,82,305,99.28,2,0.20,12.41
4062,3794,188,82,304,99.28,2,0.20,12.41
4063,3794,188,82,307,99.28,2,0.20,12.41
4064,3794,188,269,304,1.19,2,0.70,-0.99
4065,3794,188,269,305,1.19,2,0.70,-0.99
4066,3794,188,269,306,1.19,2,0.70,-0.99
4067,3794,188,269,307,1.19,2,0.70,-0.99
4068,3794,188,715,306,7.52,2,0.70,-5.76
4069,3794,188,715,304,7.52,2,0.70,-5.76
4070,3794,188,715,305,7.52,2,0.70,-5.76
4071,3794,188,715,307,7.52,2,0.70,-5.76
4072,3678,56,1851,307,10.37,2,0.20,3.63
4073,3678,56,1851,305,10.37,2,0.20,3.63
4074,3678,56,1851,304,10.37,2,0.20,3.63
4075,3678,56,1851,306,10.37,2,0.20,3.63
4076,3678,56,606,307,310.88,2,0.20,23.32
4077,3678,56,606,305,310.88,2,0.20,23.32
4078,3678,56,606,306,310.88,2,0.20,23.32
4079,3678,56,606,304,310.88,2,0.20,23.32
4080,521,772,430,304,853.09,6,0.40,-227.49
4081,521,772,430,305,853.09,6,0.40,-227.49
4082,521,772,430,306,853.09,6,0.40,-227.49
4083,521,772,430,307,853.09,6,0.40,-227.49
4084,3401,332,1696,40,33.45,5,0.00,15.39
4085,3401,332,552,40,10.40,5,0.00,5.10
4086,4668,329,121,279,21.88,5,0.20,6.29
4087,4686,17,1088,172,13.62,2,0.20,3.57
4088,1547,612,1082,237,63.96,4,0.00,19.83
4089,1547,612,1623,237,14.46,3,0.00,7.09
4090,1547,612,1894,237,104.98,2,0.00,52.49
4091,1438,60,307,500,106.96,2,0.00,31.02
4092,1438,60,307,503,106.96,2,0.00,31.02
4093,1438,60,307,501,106.96,2,0.00,31.02
4094,1438,60,307,502,106.96,2,0.00,31.02
4095,1438,60,307,499,106.96,2,0.00,31.02
4096,1438,60,307,498,106.96,2,0.00,31.02
4097,1438,60,207,503,21.56,7,0.00,10.35
4098,1438,60,207,500,21.56,7,0.00,10.35
4099,1438,60,207,501,21.56,7,0.00,10.35
4100,1438,60,207,502,21.56,7,0.00,10.35
4101,1438,60,207,499,21.56,7,0.00,10.35
4102,1438,60,207,498,21.56,7,0.00,10.35
4103,440,714,953,628,515.88,6,0.00,113.49
4104,440,714,953,629,515.88,6,0.00,113.49
4105,440,714,953,627,515.88,6,0.00,113.49
4106,996,557,706,266,11.81,2,0.20,4.28
4107,996,557,706,264,11.81,2,0.20,4.28
4108,996,557,706,265,11.81,2,0.20,4.28
4109,996,557,706,263,11.81,2,0.20,4.28
4110,996,557,1393,266,1931.04,9,0.10,321.84
4111,996,557,1393,264,1931.04,9,0.10,321.84
4112,996,557,1393,265,1931.04,9,0.10,321.84
4113,996,557,1393,263,1931.04,9,0.10,321.84
4114,996,557,545,266,9.96,2,0.00,4.68
4115,996,557,545,264,9.96,2,0.00,4.68
4116,996,557,545,265,9.96,2,0.00,4.68
4117,996,557,545,263,9.96,2,0.00,4.68
4118,483,185,1535,529,12.35,5,0.00,5.80
4119,483,185,1535,530,12.35,5,0.00,5.80
4120,483,185,1535,531,12.35,5,0.00,5.80
4121,1794,587,721,456,9.70,3,0.70,-7.11
4122,811,337,698,306,11.61,2,0.70,-9.29
4123,811,337,698,305,11.61,2,0.70,-9.29
4124,811,337,698,307,11.61,2,0.70,-9.29
4125,811,337,698,304,11.61,2,0.70,-9.29
4126,3282,346,212,534,43.86,6,0.00,20.61
4127,3282,346,212,533,43.86,6,0.00,20.61
4128,3282,346,212,532,43.86,6,0.00,20.61
4129,3282,346,743,533,148.48,2,0.20,16.70
4130,3282,346,743,532,148.48,2,0.20,16.70
4131,3282,346,743,534,148.48,2,0.20,16.70
4132,3282,346,1,532,7.42,2,0.00,3.71
4133,3282,346,1,533,7.42,2,0.00,3.71
4134,3282,346,1,534,7.42,2,0.00,3.71
4135,3282,346,771,532,71.99,1,0.20,-0.90
4136,3282,346,771,533,71.99,1,0.20,-0.90
4137,3282,346,771,534,71.99,1,0.20,-0.90
4138,3282,346,30,532,19.90,5,0.00,6.57
4139,3282,346,30,533,19.90,5,0.00,6.57
4140,3282,346,30,534,19.90,5,0.00,6.57
4141,3282,346,56,533,1702.12,14,0.00,510.64
4142,3282,346,56,534,1702.12,14,0.00,510.64
4143,3282,346,56,532,1702.12,14,0.00,510.64
4144,1404,367,1358,155,14.30,6,0.20,5.01
4145,1404,367,1358,156,14.30,6,0.20,5.01
4146,1404,367,1358,154,14.30,6,0.20,5.01
4147,1404,367,1358,153,14.30,6,0.20,5.01
4148,4839,536,367,10,765.63,7,0.50,-566.56
4149,4839,536,367,9,765.63,7,0.50,-566.56
4150,4839,536,367,8,765.63,7,0.50,-566.56
4151,2888,218,1203,532,307.67,2,0.15,-14.48
4152,2888,218,1203,533,307.67,2,0.15,-14.48
4153,2888,218,1203,534,307.67,2,0.15,-14.48
4154,2548,388,1623,266,7.71,2,0.20,2.80
4155,2548,388,1623,265,7.71,2,0.20,2.80
4156,2548,388,1623,264,7.71,2,0.20,2.80
4157,2548,388,1623,263,7.71,2,0.20,2.80
4158,2792,101,313,266,242.90,5,0.00,70.44
4159,2792,101,313,265,242.90,5,0.00,70.44
4160,2792,101,313,264,242.90,5,0.00,70.44
4161,2792,101,313,263,242.90,5,0.00,70.44
4162,2792,101,1397,266,454.90,5,0.00,0.00
4163,2792,101,1397,263,454.90,5,0.00,0.00
4164,2792,101,1397,264,454.90,5,0.00,0.00
4165,2792,101,1397,265,454.90,5,0.00,0.00
4166,2792,101,1189,266,35.92,4,0.00,15.09
4167,2792,101,1189,263,35.92,4,0.00,15.09
4168,2792,101,1189,264,35.92,4,0.00,15.09
4169,2792,101,1189,265,35.92,4,0.00,15.09
4170,2792,101,495,265,39.76,8,0.00,12.33
4171,2792,101,495,263,39.76,8,0.00,12.33
4172,2792,101,495,264,39.76,8,0.00,12.33
4173,2792,101,495,266,39.76,8,0.00,12.33
4174,2792,101,1347,266,47.74,4,0.20,14.92
4175,2792,101,1347,263,47.74,4,0.20,14.92
4176,2792,101,1347,264,47.74,4,0.20,14.92
4177,2792,101,1347,265,47.74,4,0.20,14.92
4178,4401,422,158,8,159.98,2,0.20,12.00
4179,4401,422,158,9,159.98,2,0.20,12.00
4180,4401,422,158,10,159.98,2,0.20,12.00
4181,4401,422,1015,9,255.97,4,0.20,51.19
4182,4401,422,1015,8,255.97,4,0.20,51.19
4183,4401,422,1015,10,255.97,4,0.20,51.19
4184,4401,422,1440,9,359.06,3,0.30,-71.81
4185,4401,422,1440,8,359.06,3,0.30,-71.81
4186,4401,422,1440,10,359.06,3,0.30,-71.81
4187,1153,357,173,304,434.35,3,0.20,43.44
4188,1153,357,173,305,434.35,3,0.20,43.44
4189,1153,357,173,306,434.35,3,0.20,43.44
4190,1153,357,173,307,434.35,3,0.20,43.44
4191,1153,357,878,304,3.55,2,0.20,0.44
4192,1153,357,878,305,3.55,2,0.20,0.44
4193,1153,357,878,306,3.55,2,0.20,0.44
4194,1153,357,878,307,3.55,2,0.20,0.44
4195,1153,357,642,307,88.83,4,0.20,7.77
4196,1153,357,642,306,88.83,4,0.20,7.77
4197,1153,357,642,304,88.83,4,0.20,7.77
4198,1153,357,642,305,88.83,4,0.20,7.77
4199,4985,280,1386,281,1048.35,5,0.40,-69.89
4200,1803,150,1095,448,100.00,4,0.00,21.00
4201,1803,150,1271,448,7.83,3,0.00,3.60
4202,306,432,1664,406,96.26,8,0.20,31.28
4203,306,432,1783,406,10.69,2,0.20,3.74
4204,4594,476,670,140,338.04,3,0.20,-33.80
4205,4594,476,670,142,338.04,3,0.20,-33.80
4206,4594,476,670,141,338.04,3,0.20,-33.80
4207,4594,476,362,140,154.24,4,0.20,17.35
4208,4594,476,362,141,154.24,4,0.20,17.35
4209,4594,476,362,142,154.24,4,0.20,17.35
4210,2835,45,828,412,34.85,2,0.20,6.53
4211,2835,45,1411,412,22.00,5,0.20,1.38
4212,2835,45,1141,412,4.37,3,0.20,0.38
4213,1191,207,1549,532,31.44,3,0.00,8.49
4214,1191,207,1549,533,31.44,3,0.00,8.49
4215,1191,207,1549,534,31.44,3,0.00,8.49
4216,1191,207,972,532,17.90,2,0.00,3.40
4217,1191,207,972,533,17.90,2,0.00,3.40
4218,1191,207,972,534,17.90,2,0.00,3.40
4219,1191,207,1573,532,129.45,5,0.00,46.60
4220,1191,207,1573,533,129.45,5,0.00,46.60
4221,1191,207,1573,534,129.45,5,0.00,46.60
4222,140,258,204,529,20.88,8,0.00,9.60
4223,140,258,204,530,20.88,8,0.00,9.60
4224,140,258,204,531,20.88,8,0.00,9.60
4225,3858,539,1874,306,20.74,4,0.20,7.26
4226,3858,539,1874,307,20.74,4,0.20,7.26
4227,3858,539,1874,305,20.74,4,0.20,7.26
4228,3858,539,1874,304,20.74,4,0.20,7.26
4229,3858,539,1502,304,7.17,2,0.20,0.99
4230,3858,539,1502,305,7.17,2,0.20,0.99
4231,3858,539,1502,306,7.17,2,0.20,0.99
4232,3858,539,1502,307,7.17,2,0.20,0.99
4233,3858,539,597,304,11.17,2,0.20,-2.51
4234,3858,539,597,305,11.17,2,0.20,-2.51
4235,3858,539,597,306,11.17,2,0.20,-2.51
4236,3858,539,597,307,11.17,2,0.20,-2.51
4237,3858,539,677,304,442.40,7,0.20,-55.30
4238,3858,539,677,305,442.40,7,0.20,-55.30
4239,3858,539,677,306,442.40,7,0.20,-55.30
4240,3858,539,677,307,442.40,7,0.20,-55.30
4241,412,119,1426,269,13.36,2,0.00,4.94
4242,2565,270,84,412,11.23,8,0.70,-8.24
4243,2565,270,546,412,10.27,3,0.20,3.21
4244,4329,229,1821,153,10.37,2,0.20,3.63
4245,4329,229,1821,154,10.37,2,0.20,3.63
4246,4329,229,1821,155,10.37,2,0.20,3.63
4247,4329,229,1821,156,10.37,2,0.20,3.63
4248,4329,229,12,153,6.24,3,0.20,0.55
4249,4329,229,12,154,6.24,3,0.20,0.55
4250,4329,229,12,155,6.24,3,0.20,0.55
4251,4329,229,12,156,6.24,3,0.20,0.55
4252,1319,519,838,177,206.96,2,0.30,-32.52
4253,4170,396,394,511,9.46,2,0.00,3.69
4254,3118,783,656,534,559.62,9,0.00,151.10
4255,3118,783,656,532,559.62,9,0.00,151.10
4256,3118,783,656,533,559.62,9,0.00,151.10
4257,3118,783,1773,534,109.92,2,0.00,53.86
4258,3118,783,1773,533,109.92,2,0.00,53.86
4259,3118,783,1773,532,109.92,2,0.00,53.86
4260,3118,783,1796,534,8.56,2,0.00,3.85
4261,3118,783,1796,533,8.56,2,0.00,3.85
4262,3118,783,1796,532,8.56,2,0.00,3.85
4263,1274,762,1778,146,360.71,11,0.20,130.76
4264,1274,762,1666,146,1718.40,6,0.20,150.36
4265,4371,676,1679,156,41.57,6,0.80,-66.51
4266,4371,676,1679,154,41.57,6,0.80,-66.51
4267,4371,676,1679,153,41.57,6,0.80,-66.51
4268,4371,676,1679,155,41.57,6,0.80,-66.51
4269,475,624,1007,153,46.86,2,0.20,7.62
4270,475,624,1007,154,46.86,2,0.20,7.62
4271,475,624,1007,155,46.86,2,0.20,7.62
4272,475,624,1007,156,46.86,2,0.20,7.62
4273,512,538,252,304,19.54,3,0.20,4.88
4274,512,538,252,305,19.54,3,0.20,4.88
4275,512,538,252,306,19.54,3,0.20,4.88
4276,512,538,252,307,19.54,3,0.20,4.88
4277,1200,60,1436,531,411.33,4,0.15,-4.84
4278,1200,60,1436,529,411.33,4,0.15,-4.84
4279,1200,60,1436,530,411.33,4,0.15,-4.84
4280,1200,60,503,531,28.75,6,0.20,9.70
4281,1200,60,503,530,28.75,6,0.20,9.70
4282,1200,60,503,529,28.75,6,0.20,9.70
4283,1200,60,1437,531,293.20,3,0.15,-20.70
4284,1200,60,1437,530,293.20,3,0.15,-20.70
4285,1200,60,1437,529,293.20,3,0.15,-20.70
4286,1855,516,86,449,35.06,2,0.00,10.52
4287,1855,516,184,449,4.13,1,0.00,1.90
4288,1855,516,122,449,109.80,9,0.00,46.12
4289,1855,516,186,449,9.82,2,0.00,4.81
4290,4331,178,397,409,7.64,4,0.70,-5.86
4291,4331,178,712,409,51.47,5,0.70,-39.46
4292,3728,717,1523,142,6.98,4,0.20,-1.40
4293,3728,717,1523,141,6.98,4,0.20,-1.40
4294,3728,717,1523,140,6.98,4,0.20,-1.40
4295,3728,717,1682,142,12.22,7,0.80,-20.17
4296,3728,717,1682,141,12.22,7,0.80,-20.17
4297,3728,717,1682,140,12.22,7,0.80,-20.17
4298,2156,309,1380,10,97.98,2,0.20,-24.50
4299,2156,309,1380,9,97.98,2,0.20,-24.50
4300,2156,309,1380,8,97.98,2,0.20,-24.50
4301,2156,309,1085,9,62.40,6,0.20,19.50
4302,2156,309,1085,8,62.40,6,0.20,19.50
4303,2156,309,1085,10,62.40,6,0.20,19.50
4304,232,552,60,212,20.86,2,0.00,9.39
4305,232,552,1354,212,497.61,9,0.00,129.38
4306,232,552,346,212,5.34,2,0.00,1.50
4307,232,552,197,212,3.15,1,0.00,1.51
4308,875,199,1749,499,368.91,9,0.00,180.77
4309,875,199,1749,503,368.91,9,0.00,180.77
4310,875,199,1749,502,368.91,9,0.00,180.77
4311,875,199,1749,501,368.91,9,0.00,180.77
4312,875,199,1749,500,368.91,9,0.00,180.77
4313,875,199,1749,498,368.91,9,0.00,180.77
4314,875,199,1310,498,14.70,5,0.00,6.62
4315,875,199,1310,499,14.70,5,0.00,6.62
4316,875,199,1310,500,14.70,5,0.00,6.62
4317,875,199,1310,501,14.70,5,0.00,6.62
4318,875,199,1310,502,14.70,5,0.00,6.62
4319,875,199,1310,503,14.70,5,0.00,6.62
4320,2083,118,1097,263,59.97,3,0.00,14.99
4321,2083,118,1097,266,59.97,3,0.00,14.99
4322,2083,118,1097,265,59.97,3,0.00,14.99
4323,2083,118,1097,264,59.97,3,0.00,14.99
4324,2083,118,1398,263,83.36,1,0.00,20.84
4325,2083,118,1398,264,83.36,1,0.00,20.84
4326,2083,118,1398,265,83.36,1,0.00,20.84
4327,2083,118,1398,266,83.36,1,0.00,20.84
4328,946,168,1614,223,6.58,2,0.00,3.03
4329,946,168,1683,223,122.94,3,0.00,59.01
4330,4121,373,1773,190,219.84,4,0.00,107.72
4331,4121,373,1008,190,98.16,6,0.00,9.82
4332,4121,373,35,190,33.04,8,0.00,15.53
4333,4121,373,44,190,86.97,3,0.00,25.22
4334,1518,656,934,187,134.97,3,0.00,64.79
4335,1518,656,1406,187,699.98,2,0.00,195.99
4336,1518,656,1073,187,139.95,5,0.00,26.59
4337,29,660,1612,264,48.94,1,0.00,24.47
4338,29,660,1612,263,48.94,1,0.00,24.47
4339,29,660,1612,265,48.94,1,0.00,24.47
4340,29,660,1612,266,48.94,1,0.00,24.47
4341,246,625,1222,189,2807.84,8,0.00,673.88
4342,246,625,897,189,46.64,4,0.00,12.59
4343,69,744,464,153,60.42,2,0.20,6.04
4344,69,744,464,154,60.42,2,0.20,6.04
4345,69,744,464,155,60.42,2,0.20,6.04
4346,69,744,464,156,60.42,2,0.20,6.04
4347,2335,97,1244,61,107.94,3,0.00,26.99
4348,4895,502,939,264,63.84,8,0.00,16.60
4349,4895,502,939,266,63.84,8,0.00,16.60
4350,4895,502,939,265,63.84,8,0.00,16.60
4351,4895,502,939,263,63.84,8,0.00,16.60
4352,4895,502,735,263,347.97,3,0.00,100.91
4353,4895,502,735,264,347.97,3,0.00,100.91
4354,4895,502,735,265,347.97,3,0.00,100.91
4355,4895,502,735,266,347.97,3,0.00,100.91
4356,4895,502,502,263,37.01,6,0.20,11.57
4357,4895,502,502,264,37.01,6,0.20,11.57
4358,4895,502,502,265,37.01,6,0.20,11.57
4359,4895,502,502,266,37.01,6,0.20,11.57
4360,1712,624,885,536,215.65,5,0.00,73.32
4361,2029,370,1208,142,11.17,4,0.20,3.63
4362,2029,370,1208,141,11.17,4,0.20,3.63
4363,2029,370,1208,140,11.17,4,0.20,3.63
4364,2029,370,933,140,53.95,3,0.20,17.53
4365,2029,370,933,142,53.95,3,0.20,17.53
4366,2029,370,933,141,53.95,3,0.20,17.53
4367,2467,9,629,613,4.18,1,0.00,1.50
4368,2467,9,586,613,4.18,1,0.00,1.50
4369,3963,397,451,306,5.61,1,0.70,-4.30
4370,3963,397,451,307,5.61,1,0.70,-4.30
4371,3963,397,451,305,5.61,1,0.70,-4.30
4372,3963,397,451,304,5.61,1,0.70,-4.30
4373,3963,397,1055,307,4663.74,7,0.20,-1049.34
4374,3963,397,1055,306,4663.74,7,0.20,-1049.34
4375,3963,397,1055,305,4663.74,7,0.20,-1049.34
4376,3963,397,1055,304,4663.74,7,0.20,-1049.34
4377,3963,397,1029,307,79.98,2,0.20,23.00
4378,3963,397,1029,306,79.98,2,0.20,23.00
4379,3963,397,1029,305,79.98,2,0.20,23.00
4380,3963,397,1029,304,79.98,2,0.20,23.00
