ORDER_KEY,SOURCE_ORDER_ID,ORDER_DATE,SHIP_DATE,SHIPMODE_ID
1122,CA-2015-124919,2015-05-31,2015-06-02,1
1123,CA-2015-124933,2015-12-26,2015-12-30,3
1124,CA-2015-124975,2015-06-22,2015-06-25,1
1125,CA-2015-125066,2015-12-14,2015-12-18,4
1126,CA-2015-125178,2015-10-03,2015-10-09,4
1127,CA-2015-125185,2015-03-05,2015-03-07,3
1128,CA-2015-125234,2015-11-27,2015-12-01,4
1129,CA-2015-125395,2015-06-26,2015-06-29,3
1130,CA-2015-125416,2015-11-02,2015-11-02,2
1131,CA-2015-125423,2015-12-13,2015-12-15,3
1132,CA-2015-125563,2015-04-11,2015-04-17,4
1133,CA-2015-125696,2015-10-02,2015-10-06,4
1134,CA-2015-125710,2015-10-08,2015-10-13,4
1135,CA-2015-125934,2015-09-11,2015-09-18,4
1136,CA-2015-125976,2015-09-27,2015-10-02,4
1137,CA-2015-126137,2015-10-03,2015-10-08,4
1138,CA-2015-126186,2015-09-11,2015-09-12,1
1139,CA-2015-126347,2015-12-14,2015-12-19,3
1140,CA-2015-126445,2015-08-27,2015-08-31,4
1141,CA-2015-126466,2015-11-09,2015-11-13,4
1142,CA-2015-126557,2015-07-12,2015-07-17,3
1143,CA-2015-126669,2015-11-07,2015-11-13,4
1144,CA-2015-126697,2015-09-21,2015-09-24,1
1145,CA-2015-126725,2015-11-17,2015-11-21,4
1146,CA-2015-126739,2015-11-01,2015-11-03,3
1147,CA-2015-126970,2015-09-20,2015-09-24,4
1148,CA-2015-127019,2015-12-21,2015-12-25,4
1149,CA-2015-127110,2015-06-25,2015-07-01,4
1150,CA-2015-127173,2015-09-26,2015-10-03,4
1151,CA-2015-127327,2015-02-03,2015-02-07,4
1152,CA-2015-127418,2015-06-13,2015-06-14,1
1153,CA-2015-127453,2015-12-19,2015-12-20,1
1154,CA-2015-127481,2015-12-12,2015-12-15,3
1155,CA-2015-127502,2015-12-10,2015-12-14,4
1156,CA-2015-127509,2015-11-09,2015-11-13,4
1157,CA-2015-127544,2015-08-08,2015-08-12,4
1158,CA-2015-127593,2015-09-21,2015-09-21,2
1159,CA-2015-127607,2015-03-20,2015-03-26,4
1160,CA-2015-127754,2015-07-26,2015-07-31,4
1161,CA-2015-127824,2015-10-18,2015-10-22,4
1162,CA-2015-128013,2015-08-09,2015-08-16,4
1163,CA-2015-128027,2015-09-14,2015-09-17,3
1164,CA-2015-128083,2015-03-12,2015-03-17,4
1165,CA-2015-128125,2015-03-31,2015-04-05,4
1166,CA-2015-128139,2015-07-03,2015-07-09,4
1167,CA-2015-128167,2015-06-22,2015-06-26,3
1168,CA-2015-128356,2015-10-02,2015-10-07,4
1169,CA-2015-128608,2015-01-12,2015-01-17,4
1170,CA-2015-128860,2015-06-29,2015-07-05,4
1171,CA-2015-128958,2015-01-24,2015-01-28,4
1172,CA-2015-128993,2015-09-12,2015-09-17,3
1173,CA-2015-129042,2015-12-12,2015-12-17,4
1174,CA-2015-129098,2015-10-09,2015-10-13,4
1175,CA-2015-129112,2015-11-29,2015-11-30,1
1176,CA-2015-129217,2015-05-10,2015-05-10,2
1177,CA-2015-129322,2015-08-08,2015-08-10,3
1178,CA-2015-129392,2015-07-08,2015-07-08,2
1179,CA-2015-129476,2015-10-15,2015-10-20,4
1180,CA-2015-129525,2015-11-15,2015-11-20,4
1181,CA-2015-129532,2015-12-08,2015-12-12,4
1182,CA-2015-129546,2015-09-28,2015-10-05,4
1183,CA-2015-129700,2015-05-04,2015-05-05,1
1184,CA-2015-129770,2015-02-21,2015-02-23,3
1185,CA-2015-129854,2015-08-22,2015-08-26,4
1186,CA-2015-129896,2015-06-15,2015-06-20,4
1187,CA-2015-129917,2015-10-02,2015-10-03,1
1188,CA-2015-130022,2015-08-10,2015-08-16,4
1189,CA-2015-130113,2015-12-27,2015-12-31,4
1190,CA-2015-130183,2015-11-13,2015-11-17,4
1191,CA-2015-130204,2015-09-03,2015-09-09,4
1192,CA-2015-130218,2015-03-23,2015-03-26,1
1193,CA-2015-130253,2015-12-14,2015-12-18,4
1194,CA-2015-130365,2015-04-25,2015-04-29,4
1195,CA-2015-130456,2015-08-21,2015-08-26,4
1196,CA-2015-130554,2015-04-07,2015-04-09,1
1197,CA-2015-130610,2015-07-05,2015-07-10,4
1198,CA-2015-130659,2015-12-04,2015-12-09,3
1199,CA-2015-130736,2015-12-07,2015-12-09,1
1200,CA-2015-130785,2015-09-05,2015-09-09,4
1201,CA-2015-130792,2015-04-28,2015-05-05,4
1202,CA-2015-130848,2015-10-25,2015-10-25,2
1203,CA-2015-130855,2015-12-29,2016-01-05,4
1204,CA-2015-130876,2015-05-12,2015-05-16,3
1205,CA-2015-130883,2015-09-26,2015-10-02,4
1206,CA-2015-130890,2015-11-02,2015-11-06,4
1207,CA-2015-130974,2015-11-27,2015-11-29,3
1208,CA-2015-130995,2015-11-01,2015-11-06,4
1209,CA-2015-131072,2015-11-05,2015-11-05,2
1210,CA-2015-131128,2015-10-19,2015-10-20,1
1211,CA-2015-131338,2015-08-09,2015-08-12,1
1212,CA-2015-131352,2015-10-08,2015-10-13,4
1213,CA-2015-131422,2015-11-05,2015-11-09,4
1214,CA-2015-131457,2015-10-31,2015-11-06,4
1215,CA-2015-131534,2015-03-28,2015-04-02,4
1216,CA-2015-131597,2015-09-14,2015-09-18,4
1217,CA-2015-131758,2015-05-28,2015-06-01,4
1218,CA-2015-131779,2015-06-12,2015-06-17,4
1219,CA-2015-131856,2015-05-12,2015-05-17,4
1220,CA-2015-131884,2015-12-06,2015-12-06,2
1221,CA-2015-132080,2015-08-22,2015-08-25,1
1222,CA-2015-132101,2015-03-19,2015-03-25,4
1223,CA-2015-132136,2015-03-08,2015-03-12,4
1224,CA-2015-132276,2015-02-23,2015-02-28,4
1225,CA-2015-132318,2015-10-30,2015-11-02,1
1226,CA-2015-132374,2015-02-22,2015-02-24,3
1227,CA-2015-132388,2015-10-10,2015-10-12,1
1228,CA-2015-132465,2015-09-11,2015-09-15,3
1229,CA-2015-132486,2015-10-23,2015-10-27,3
1230,CA-2015-132507,2015-07-30,2015-08-03,3
1231,CA-2015-132570,2015-10-31,2015-11-02,3
1232,CA-2015-132626,2015-07-09,2015-07-14,4
1233,CA-2015-132633,2015-02-03,2015-02-05,3
1234,CA-2015-132815,2015-09-19,2015-09-22,3
1235,CA-2015-132906,2015-09-10,2015-09-14,4
1236,CA-2015-132941,2015-05-25,2015-05-28,1
1237,CA-2015-132948,2015-03-27,2015-04-03,4
1238,CA-2015-133025,2015-09-17,2015-09-19,3
1239,CA-2015-133242,2015-06-18,2015-06-24,4
1240,CA-2015-133396,2015-08-13,2015-08-15,1
1241,CA-2015-133445,2015-10-05,2015-10-09,4
1242,CA-2015-133452,2015-04-13,2015-04-19,4
1243,CA-2015-133494,2015-03-01,2015-03-05,4
1244,CA-2015-133536,2015-03-28,2015-03-30,3
1245,CA-2015-133585,2015-03-01,2015-03-04,1
1246,CA-2015-133627,2015-05-31,2015-06-07,4
1247,CA-2015-133837,2015-04-13,2015-04-18,4
1248,CA-2015-133977,2015-09-06,2015-09-08,3
1249,CA-2015-134075,2015-12-12,2015-12-16,4
1250,CA-2015-134082,2015-12-11,2015-12-17,4
1251,CA-2015-134117,2015-12-17,2015-12-19,3
1252,CA-2015-134201,2015-04-10,2015-04-16,4
1253,CA-2015-134257,2015-03-16,2015-03-19,3
1254,CA-2015-134719,2015-10-10,2015-10-15,4
1255,CA-2015-134747,2015-10-12,2015-10-17,3
1256,CA-2015-134782,2015-12-27,2015-12-31,4
1257,CA-2015-134859,2015-10-04,2015-10-09,4
1258,CA-2015-134894,2015-12-07,2015-12-11,4
1259,CA-2015-134922,2015-11-07,2015-11-11,4
1260,CA-2015-134943,2015-12-05,2015-12-06,1
1261,CA-2015-134992,2015-09-22,2015-09-26,3
1262,CA-2015-135020,2015-05-28,2015-06-02,4
1263,CA-2015-135174,2015-04-30,2015-05-02,3
1264,CA-2015-135251,2015-08-06,2015-08-10,4
1265,CA-2015-135272,2015-12-07,2015-12-12,4
1266,CA-2015-135314,2015-07-09,2015-07-14,3
1267,CA-2015-135363,2015-03-28,2015-04-02,4
1268,CA-2015-135391,2015-02-09,2015-02-11,3
1269,CA-2015-135489,2015-09-19,2015-09-22,3
1270,CA-2015-135510,2015-09-05,2015-09-12,4
1271,CA-2015-135538,2015-12-24,2015-12-28,4
1272,CA-2015-135545,2015-11-24,2015-11-30,4
1273,CA-2015-135580,2015-12-30,2016-01-03,4
1274,CA-2015-135622,2015-12-08,2015-12-11,3
1275,CA-2015-135685,2015-11-16,2015-11-18,3
1276,CA-2015-135727,2015-05-11,2015-05-16,3
1277,CA-2015-135853,2015-12-11,2015-12-14,1
1278,CA-2015-136105,2015-06-12,2015-06-16,4
1279,CA-2015-136147,2015-11-13,2015-11-18,4
1280,CA-2015-136196,2015-11-28,2015-12-04,4
1281,CA-2015-136224,2015-05-31,2015-05-31,2
1282,CA-2015-136378,2015-04-02,2015-04-07,4
1283,CA-2015-136420,2015-11-20,2015-11-21,1
1284,CA-2015-136469,2015-07-11,2015-07-12,1
1285,CA-2015-136658,2015-09-10,2015-09-17,4
1286,CA-2015-136700,2015-12-06,2015-12-11,3
1287,CA-2015-136728,2015-09-13,2015-09-17,3
1288,CA-2015-136735,2015-07-26,2015-08-02,4
1289,CA-2015-136798,2015-05-08,2015-05-12,4
1290,CA-2015-136805,2015-05-23,2015-05-27,3
1291,CA-2015-137064,2015-02-06,2015-02-13,4
1292,CA-2015-137071,2015-12-20,2015-12-21,1
1293,CA-2015-137106,2015-03-31,2015-04-04,4
1294,CA-2015-137113,2015-12-01,2015-12-05,3
1295,CA-2015-137225,2015-12-15,2015-12-19,4
1296,CA-2015-137281,2015-06-13,2015-06-17,4
1297,CA-2015-137302,2015-04-26,2015-05-01,4
1298,CA-2015-137512,2015-05-07,2015-05-12,4
1299,CA-2015-137526,2015-01-13,2015-01-17,4
1300,CA-2015-137603,2015-09-19,2015-09-24,4
1301,CA-2015-137708,2015-11-22,2015-11-25,3
1302,CA-2015-137750,2015-06-25,2015-06-30,4
1303,CA-2015-137897,2015-11-14,2015-11-19,4
1304,CA-2015-137925,2015-11-30,2015-12-04,4
1305,CA-2015-137946,2015-09-01,2015-09-04,3
1306,CA-2015-137974,2015-04-16,2015-04-18,1
1307,CA-2015-138002,2015-09-06,2015-09-12,4
1308,CA-2015-138009,2015-11-29,2015-12-03,4
1309,CA-2015-138219,2015-03-23,2015-03-30,4
1310,CA-2015-138331,2015-08-07,2015-08-12,4
1311,CA-2015-138457,2015-09-13,2015-09-17,4
1312,CA-2015-138485,2015-02-27,2015-03-01,3
1313,CA-2015-138492,2015-05-15,2015-05-22,4
1314,CA-2015-138534,2015-07-17,2015-07-19,3
1315,CA-2015-138625,2015-11-02,2015-11-05,1
1316,CA-2015-138674,2015-11-14,2015-11-17,1
1317,CA-2015-138898,2015-05-25,2015-05-29,4
1318,CA-2015-138954,2015-11-15,2015-11-17,1
1319,CA-2015-139094,2015-11-22,2015-11-27,4
1320,CA-2015-139164,2015-06-23,2015-06-28,4
1321,CA-2015-139248,2015-07-25,2015-07-30,4
1322,CA-2015-139290,2015-10-26,2015-10-30,4
1323,CA-2015-139374,2015-09-10,2015-09-14,4
1324,CA-2015-139584,2015-08-24,2015-08-28,4
1325,CA-2015-139731,2015-10-15,2015-10-15,2
1326,CA-2015-139738,2015-09-25,2015-09-29,4
1327,CA-2015-139780,2015-12-31,2016-01-02,3
1328,CA-2015-139850,2015-06-12,2015-06-17,4
1329,CA-2015-139962,2015-12-13,2015-12-20,4
1330,CA-2015-140025,2015-04-07,2015-04-11,4
1331,CA-2015-140144,2015-06-20,2015-06-25,3
1332,CA-2015-140221,2015-03-05,2015-03-09,3
1333,CA-2015-140375,2015-10-02,2015-10-05,3
1334,CA-2015-140410,2015-11-03,2015-11-07,4
1335,CA-2015-140557,2015-09-07,2015-09-11,4
1336,CA-2015-140718,2015-07-02,2015-07-04,1
1337,CA-2015-140830,2015-11-30,2015-12-02,3
1338,CA-2015-140921,2015-02-03,2015-02-05,1
1339,CA-2015-140984,2015-09-14,2015-09-18,4
1340,CA-2015-141012,2015-06-09,2015-06-11,3
1341,CA-2015-141040,2015-10-09,2015-10-13,3
1342,CA-2015-141145,2015-09-17,2015-09-23,4
1343,CA-2015-141243,2015-01-03,2015-01-08,3
1344,CA-2015-141250,2015-01-19,2015-01-23,4
1345,CA-2015-141327,2015-11-30,2015-12-03,1
1346,CA-2015-141565,2015-09-20,2015-09-24,4
1347,CA-2015-141593,2015-12-14,2015-12-16,3
1348,CA-2015-141740,2015-11-01,2015-11-05,4
1349,CA-2015-141754,2015-12-20,2015-12-25,4
1350,CA-2015-141768,2015-05-25,2015-05-27,3
1351,CA-2015-141810,2015-11-02,2015-11-07,4
1352,CA-2015-141936,2015-08-07,2015-08-12,4
1353,CA-2015-142027,2015-04-09,2015-04-14,4
1354,CA-2015-142041,2015-06-07,2015-06-09,3
1355,CA-2015-142055,2015-05-08,2015-05-10,1
1356,CA-2015-142139,2015-08-31,2015-09-05,4
1357,CA-2015-142202,2015-09-18,2015-09-23,3
1358,CA-2015-142237,2015-07-11,2015-07-13,1
1359,CA-2015-142377,2015-12-04,2015-12-09,4
1360,CA-2015-142419,2015-07-11,2015-07-13,3
1361,CA-2015-142433,2015-04-20,2015-04-25,4
1362,CA-2015-142454,2015-08-15,2015-08-19,4
1363,CA-2015-142475,2015-12-03,2015-12-07,4
1364,CA-2015-142601,2015-04-18,2015-04-20,3
1365,CA-2015-142692,2015-10-23,2015-10-28,4
1366,CA-2015-142734,2015-04-16,2015-04-21,4
1367,CA-2015-142755,2015-09-04,2015-09-08,4
1368,CA-2015-142930,2015-11-28,2015-12-02,4
1369,CA-2015-142937,2015-12-05,2015-12-06,1
1370,CA-2015-142944,2015-03-06,2015-03-11,4
1371,CA-2015-142993,2015-10-12,2015-10-17,4
1372,CA-2015-143077,2015-09-17,2015-09-21,4
1373,CA-2015-143105,2015-12-10,2015-12-10,2
1374,CA-2015-143119,2015-09-24,2015-09-30,4
1375,CA-2015-143147,2015-05-26,2015-05-28,3
1376,CA-2015-143238,2015-09-06,2015-09-08,1
1377,CA-2015-143364,2015-07-14,2015-07-19,3
1378,CA-2015-143490,2015-12-06,2015-12-13,4
1379,CA-2015-143532,2015-03-19,2015-03-24,4
1380,CA-2015-143602,2015-04-25,2015-04-28,3
1381,CA-2015-143616,2015-09-27,2015-09-29,3
1382,CA-2015-143700,2015-07-26,2015-07-26,2
1383,CA-2015-143882,2015-06-26,2015-06-30,4
1384,CA-2015-143980,2015-12-25,2015-12-29,4
1385,CA-2015-144043,2015-05-10,2015-05-15,4
1386,CA-2015-144099,2015-11-29,2015-11-30,2
1387,CA-2015-144190,2015-06-09,2015-06-13,4
1388,CA-2015-144253,2015-05-04,2015-05-09,3
1389,CA-2015-144267,2015-08-21,2015-08-23,1
1390,CA-2015-144274,2015-11-23,2015-11-25,3
1391,CA-2015-144288,2015-12-25,2015-12-31,4
1392,CA-2015-144302,2015-06-19,2015-06-23,4
1393,CA-2015-144386,2015-11-05,2015-11-11,4
1394,CA-2015-144519,2015-11-13,2015-11-17,4
1395,CA-2015-144652,2015-11-20,2015-11-26,4
1396,CA-2015-144722,2015-03-16,2015-03-23,4
1397,CA-2015-144806,2015-12-06,2015-12-11,4
1398,CA-2015-144890,2015-12-25,2015-12-29,4
1399,CA-2015-145065,2015-12-12,2015-12-15,1
1400,CA-2015-145184,2015-11-27,2015-11-29,1
1401,CA-2015-145324,2015-11-15,2015-11-19,4
1402,CA-2015-145352,2015-03-16,2015-03-22,4
1403,CA-2015-145394,2015-11-16,2015-11-20,4
1404,CA-2015-145401,2015-01-30,2015-02-04,4
1405,CA-2015-145415,2015-04-12,2015-04-17,3
1406,CA-2015-145457,2015-03-24,2015-03-27,3
1407,CA-2015-145485,2015-11-05,2015-11-05,2
1408,CA-2015-145758,2015-10-30,2015-10-30,2
1409,CA-2015-145814,2015-11-19,2015-11-24,4
1410,CA-2015-145821,2015-05-01,2015-05-07,4
1411,CA-2015-145828,2015-10-05,2015-10-07,1
1412,CA-2015-145835,2015-05-13,2015-05-18,3
1413,CA-2015-145849,2015-09-15,2015-09-17,3
1414,CA-2015-146038,2015-02-09,2015-02-16,4
1415,CA-2015-146087,2015-07-06,2015-07-11,4
1416,CA-2015-146255,2015-03-07,2015-03-10,1
1417,CA-2015-146262,2015-01-02,2015-01-09,4
1418,CA-2015-146290,2015-05-04,2015-05-11,4
1419,CA-2015-146465,2015-11-20,2015-11-24,4
1420,CA-2015-146486,2015-11-09,2015-11-14,3
1421,CA-2015-146563,2015-08-24,2015-08-28,4
1422,CA-2015-146675,2015-04-16,2015-04-20,4
1423,CA-2015-146696,2015-12-14,2015-12-19,4
1424,CA-2015-146829,2015-03-10,2015-03-10,2
1425,CA-2015-146948,2015-07-16,2015-07-20,4
1426,CA-2015-147011,2015-06-18,2015-06-22,4
1427,CA-2015-147102,2015-09-19,2015-09-26,4
1428,CA-2015-147501,2015-08-02,2015-08-06,4
1429,CA-2015-147529,2015-02-07,2015-02-11,4
1430,CA-2015-147690,2015-11-10,2015-11-14,4
1431,CA-2015-147788,2015-05-31,2015-06-04,4
1432,CA-2015-147816,2015-09-24,2015-09-26,3
1433,CA-2015-147830,2015-12-15,2015-12-18,1
1434,CA-2015-147851,2015-12-03,2015-12-08,4
1435,CA-2015-147879,2015-05-07,2015-05-12,4
1436,CA-2015-148180,2015-07-26,2015-07-31,4
1437,CA-2015-148250,2015-12-13,2015-12-17,4
1438,CA-2015-148376,2015-12-27,2015-12-31,4
1439,CA-2015-148432,2015-11-07,2015-11-10,3
1440,CA-2015-148495,2015-08-13,2015-08-13,2
1441,CA-2015-148628,2015-12-06,2015-12-11,4
1442,CA-2015-148635,2015-07-25,2015-07-27,3
1443,CA-2015-148705,2015-03-12,2015-03-18,4
1444,CA-2015-148712,2015-04-17,2015-04-23,4
1445,CA-2015-148859,2015-12-28,2016-01-01,4
1446,CA-2015-148873,2015-10-01,2015-10-05,4
1447,CA-2015-148964,2015-05-26,2015-05-31,4
1448,CA-2015-149083,2015-09-25,2015-09-30,4
1449,CA-2015-149097,2015-10-20,2015-10-24,4
1450,CA-2015-149300,2015-11-22,2015-11-23,1
1451,CA-2015-149342,2015-04-20,2015-04-25,4
1452,CA-2015-149384,2015-07-10,2015-07-10,2
1453,CA-2015-149517,2015-09-19,2015-09-23,4
1454,CA-2015-149566,2015-12-05,2015-12-10,4
1455,CA-2015-149587,2015-01-31,2015-02-05,3
1456,CA-2015-149601,2015-05-28,2015-06-03,4
1457,CA-2015-149636,2015-01-06,2015-01-12,4
1458,CA-2015-149650,2015-10-24,2015-10-27,1
1459,CA-2015-149678,2015-04-13,2015-04-15,3
1460,CA-2015-149713,2015-09-18,2015-09-22,3
1461,CA-2015-149734,2015-09-03,2015-09-08,4
1462,CA-2015-149748,2015-05-31,2015-06-02,3
1463,CA-2015-149811,2015-01-04,2015-01-10,4
1464,CA-2015-149846,2015-05-22,2015-05-26,4
1465,CA-2015-149909,2015-11-13,2015-11-17,4
1466,CA-2015-149972,2015-09-21,2015-09-23,1
1467,CA-2015-149993,2015-03-19,2015-03-20,1
1468,CA-2015-150196,2015-07-02,2015-07-03,1
1469,CA-2015-150308,2015-12-15,2015-12-20,4
1470,CA-2015-150413,2015-10-19,2015-10-24,3
1471,CA-2015-150441,2015-08-13,2015-08-17,3
1472,CA-2015-150511,2015-09-18,2015-09-24,4
1473,CA-2015-150560,2015-12-11,2015-12-12,1
1474,CA-2015-150714,2015-10-26,2015-11-01,4
1475,CA-2015-150749,2015-03-29,2015-04-03,3
1476,CA-2015-150770,2015-05-03,2015-05-06,1
1477,CA-2015-150791,2015-09-06,2015-09-13,4
1478,CA-2015-150875,2015-11-16,2015-11-20,4
1479,CA-2015-151043,2015-11-14,2015-11-20,4
1480,CA-2015-151253,2015-04-22,2015-04-26,4
1481,CA-2015-151470,2015-09-20,2015-09-26,4
1482,CA-2015-151547,2015-01-17,2015-01-23,4
1483,CA-2015-151589,2015-12-27,2015-12-30,1
1484,CA-2015-151624,2015-09-08,2015-09-14,4
1485,CA-2015-151680,2015-11-19,2015-11-21,3
1486,CA-2015-151722,2015-10-05,2015-10-09,4
1487,CA-2015-151785,2015-03-05,2015-03-10,4
1488,CA-2015-151841,2015-04-27,2015-05-02,4
1489,CA-2015-151869,2015-09-25,2015-09-25,2
1490,CA-2015-152513,2015-07-04,2015-07-08,3
1491,CA-2015-152527,2015-10-17,2015-10-17,2
1492,CA-2015-152611,2015-02-20,2015-02-23,3
1493,CA-2015-152681,2015-01-17,2015-01-22,4
1494,CA-2015-152891,2015-10-25,2015-10-30,4
1495,CA-2015-153038,2015-12-18,2015-12-25,4
1496,CA-2015-153073,2015-11-13,2015-11-13,2
1497,CA-2015-153108,2015-03-05,2015-03-09,4
1498,CA-2015-153220,2015-11-12,2015-11-14,1
1499,CA-2015-153325,2015-03-01,2015-03-02,3
1500,CA-2015-153381,2015-09-24,2015-09-28,4
1501,CA-2015-153388,2015-08-01,2015-08-07,4
1502,CA-2015-153416,2015-11-24,2015-11-29,4
1503,CA-2015-153423,2015-06-22,2015-06-27,4
1504,CA-2015-153535,2015-05-20,2015-05-24,4
1505,CA-2015-153549,2015-03-29,2015-03-31,3
1506,CA-2015-153612,2015-12-22,2015-12-27,4
1507,CA-2015-153626,2015-07-09,2015-07-14,4
1508,CA-2015-153717,2015-12-25,2016-01-01,4
1509,CA-2015-153738,2015-09-20,2015-09-22,1
1510,CA-2015-153752,2015-12-06,2015-12-11,3
1511,CA-2015-153794,2015-09-11,2015-09-16,4
1512,CA-2015-153878,2015-04-25,2015-04-30,4
1513,CA-2015-153906,2015-03-16,2015-03-20,4
1514,CA-2015-154144,2015-12-20,2015-12-24,4
1515,CA-2015-154200,2015-06-18,2015-06-22,4
1516,CA-2015-154284,2015-12-21,2015-12-26,3
1517,CA-2015-154291,2015-07-25,2015-07-29,4
1518,CA-2015-154326,2015-02-15,2015-02-19,4
1519,CA-2015-154340,2015-11-29,2015-11-30,1
1520,CA-2015-154620,2015-12-12,2015-12-16,4
1521,CA-2015-154746,2015-11-14,2015-11-17,1
1522,CA-2015-154795,2015-12-20,2015-12-24,4
1523,CA-2015-154823,2015-08-21,2015-08-25,4
1524,CA-2015-154886,2015-11-08,2015-11-12,4
1525,CA-2015-154900,2015-02-25,2015-03-01,4
1526,CA-2015-154921,2015-05-23,2015-05-28,4
1527,CA-2015-154956,2015-07-04,2015-07-09,4
1528,CA-2015-154970,2015-01-05,2015-01-10,4
1529,CA-2015-155040,2015-11-10,2015-11-15,4
1530,CA-2015-155054,2015-06-13,2015-06-19,4
1531,CA-2015-155068,2015-10-23,2015-10-23,2
1532,CA-2015-155124,2015-03-15,2015-03-21,4
1533,CA-2015-155145,2015-12-27,2015-12-29,3
1534,CA-2015-155306,2015-04-17,2015-04-21,4
1535,CA-2015-155334,2015-07-30,2015-07-31,1
1536,CA-2015-155453,2015-08-09,2015-08-14,4
1537,CA-2015-155586,2015-12-12,2015-12-16,3
1538,CA-2015-155600,2015-12-04,2015-12-07,3
1539,CA-2015-155635,2015-05-09,2015-05-13,4
1540,CA-2015-155761,2015-12-11,2015-12-11,2
1541,CA-2015-156013,2015-09-20,2015-09-26,4
1542,CA-2015-156104,2015-12-06,2015-12-08,3
1543,CA-2015-156118,2015-12-08,2015-12-12,4
1544,CA-2015-156146,2015-10-26,2015-10-30,3
1545,CA-2015-156153,2015-05-31,2015-06-02,3
1546,CA-2015-156328,2015-11-30,2015-12-05,4
1547,CA-2015-156335,2015-09-25,2015-09-28,3
1548,CA-2015-156377,2015-12-31,2016-01-05,4
1549,CA-2015-156440,2015-12-05,2015-12-09,4
1550,CA-2015-156482,2015-02-06,2015-02-13,4
1551,CA-2015-156510,2015-09-25,2015-09-29,4
1552,CA-2015-156524,2015-11-20,2015-11-26,4
1553,CA-2015-156566,2015-10-01,2015-10-04,1
1554,CA-2015-156608,2015-10-24,2015-10-29,4
1555,CA-2015-156734,2015-06-18,2015-06-20,1
1556,CA-2015-156755,2015-01-12,2015-01-18,4
1557,CA-2015-156853,2015-12-03,2015-12-05,3
1558,CA-2015-156923,2015-02-16,2015-02-20,4
1559,CA-2015-157028,2015-11-28,2015-12-03,4
1560,CA-2015-157035,2015-12-09,2015-12-12,1
1561,CA-2015-157084,2015-12-19,2015-12-24,4
1562,CA-2015-157133,2015-11-28,2015-12-03,4
1563,CA-2015-157287,2015-12-22,2015-12-23,1
1564,CA-2015-157322,2015-07-02,2015-07-06,4
1565,CA-2015-157343,2015-06-07,2015-06-11,4
1566,CA-2015-157434,2015-04-29,2015-05-04,3
1567,CA-2015-157770,2015-12-13,2015-12-15,1
1568,CA-2015-157805,2015-08-31,2015-09-04,4
1569,CA-2015-157812,2015-03-22,2015-03-26,4
1570,CA-2015-157959,2015-02-03,2015-02-04,1
1571,CA-2015-158148,2015-12-20,2015-12-26,4
1572,CA-2015-158323,2015-11-30,2015-12-03,1
1573,CA-2015-158351,2015-06-20,2015-06-24,3
1574,CA-2015-158421,2015-09-21,2015-09-26,4
1575,CA-2015-158456,2015-12-24,2015-12-29,4
1576,CA-2015-158491,2015-06-04,2015-06-09,3
1577,CA-2015-158554,2015-11-09,2015-11-09,2
1578,CA-2015-158659,2015-11-10,2015-11-14,3
1579,CA-2015-158701,2015-01-05,2015-01-10,4
1580,CA-2015-158792,2015-12-26,2016-01-02,4
1581,CA-2015-158918,2015-12-20,2015-12-25,3
1582,CA-2015-158939,2015-11-26,2015-12-01,4
1583,CA-2015-159380,2015-05-12,2015-05-16,4
1584,CA-2015-159534,2015-03-20,2015-03-23,1
1585,CA-2015-159590,2015-07-18,2015-07-21,1
1586,CA-2015-159779,2015-09-25,2015-09-29,4
1587,CA-2015-159786,2015-10-12,2015-10-17,3
1588,CA-2015-159863,2015-09-04,2015-09-07,3
1589,CA-2015-160059,2015-11-27,2015-12-01,4
1590,CA-2015-160171,2015-10-19,2015-10-24,4
1591,CA-2015-160213,2015-03-08,2015-03-13,4
1592,CA-2015-160227,2015-11-02,2015-11-04,1
1593,CA-2015-160472,2015-07-20,2015-07-25,3
1594,CA-2015-160696,2015-09-06,2015-09-10,4
1595,CA-2015-160787,2015-09-25,2015-09-25,2
1596,CA-2015-160794,2015-08-06,2015-08-08,1
1597,CA-2015-160864,2015-05-03,2015-05-06,1
1598,CA-2015-161214,2015-10-05,2015-10-08,3
1599,CA-2015-161242,2015-06-01,2015-06-08,4
1600,CA-2015-161263,2015-04-16,2015-04-21,4
1601,CA-2015-161445,2015-09-07,2015-09-09,3
1602,CA-2015-161452,2015-04-05,2015-04-11,4
1603,CA-2015-161627,2015-07-06,2015-07-11,4
1604,CA-2015-161711,2015-11-28,2015-12-03,4
1605,CA-2015-161718,2015-12-04,2015-12-10,4
1606,CA-2015-161767,2015-11-20,2015-11-24,4
1607,CA-2015-161795,2015-12-21,2015-12-23,3
1608,CA-2015-161830,2015-09-24,2015-09-26,3
1609,CA-2015-161998,2015-05-01,2015-05-05,4
1610,CA-2015-162047,2015-11-03,2015-11-05,1
1611,CA-2015-162166,2015-09-08,2015-09-11,1
1612,CA-2015-162201,2015-06-08,2015-06-12,4
1613,CA-2015-162369,2015-08-15,2015-08-19,4
1614,CA-2015-162376,2015-11-22,2015-11-25,3
1615,CA-2015-162537,2015-10-28,2015-11-03,4
1616,CA-2015-162544,2015-12-16,2015-12-19,1
1617,CA-2015-162607,2015-05-12,2015-05-18,4
1618,CA-2015-162621,2015-09-05,2015-09-11,4
1619,CA-2015-162761,2015-10-09,2015-10-13,4
